,income_prob,accum_prob,inc_h,acc_h,inc_h_rank,acc_h_rank,recommendation,review_flag,RiskPropensity,Income_ProductID,Accum_ProductID,Assigned_ProductID,Product_Name
1297,0.31752732,0.24337696,0.9016722181944259,0.8006110822607834,0.5493,0.7309,NO_ACTION,False,0.5183738779207464,1,4,NO_ACTION,No Immediate Need
1298,0.31752732,0.22616965,0.9016722181944259,0.7712741419880232,0.5493,0.61,NO_ACTION,False,0.4674164596729494,8,4,NO_ACTION,No Immediate Need
1299,0.31752732,0.19005772,0.9016722181944259,0.701592199894958,0.5493,0.406,NO_ACTION,False,0.3394343570243643,6,2,NO_ACTION,No Immediate Need
1300,0.74935746,0.9851559,0.8122949357812944,0.11141845550849847,0.1657,0.1011,ACCUMULATION,False,0.6224295581799786,1,4,4,Balanced High Dividend Mutual Fund
1301,0.75088996,0.704111,0.8098645265870003,0.876207463647956,0.0753,0.881,INCOME,False,0.4204780903645324,5,4,5,Balanced Mutual Fund
1302,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.2795852767367782,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1303,0.75088996,0.5381592,0.8098645265870003,0.9957944264079575,0.0753,0.985,INCOME,False,0.6535597383861045,7,4,7,Aggressive Flexible Allocation Unit-Linked (Life Insurance)
1304,0.32076037,0.22115526,0.9052064152724733,0.7622713632738787,0.9143,0.5882,NO_ACTION,False,0.4613904312583382,8,4,NO_ACTION,No Immediate Need
1305,0.32076037,0.9868607,0.9052064152724733,0.10095116787541952,0.9143,0.0278,ACCUMULATION,False,0.4676251178688453,8,4,4,Balanced High Dividend Mutual Fund
1306,0.32076037,0.9833423,0.9052064152724733,0.12223890510840452,0.9143,0.151,ACCUMULATION,False,0.3249932633881429,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1307,0.31752732,0.2928633,0.9016722181944259,0.8723913053060393,0.5493,0.8754,NO_ACTION,False,0.1605777103765658,9,10,NO_ACTION,No Immediate Need
1308,0.31752732,0.20479594,0.9016722181944259,0.7314168935394489,0.5493,0.4644,NO_ACTION,False,0.5306978262059232,1,4,NO_ACTION,No Immediate Need
1309,0.31752732,0.98134226,0.9016722181944259,0.13383635328649157,0.5493,0.2101,ACCUMULATION,False,0.2286856445548546,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1310,0.31752732,0.29419735,0.9016722181944259,0.8740816945483492,0.5493,0.8779,NO_ACTION,False,0.3569695558424551,6,2,NO_ACTION,No Immediate Need
1311,0.31752732,0.22910064,0.9016722181944259,0.7764402275710032,0.5493,0.634,NO_ACTION,False,0.2971722884779383,9,2,NO_ACTION,No Immediate Need
1312,0.75088996,0.24283998,0.8098645265870003,0.7997312505503537,0.0753,0.7255,INCOME,False,0.4546402941272491,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
1313,0.31752732,0.98016614,0.9016722181944259,0.1405067116658174,0.5493,0.2406,ACCUMULATION,False,0.1754280740608984,9,10,10,Fixed Income Segregated Account
1314,0.39326823,0.19934733,0.9668762955787813,0.7206208370809859,0.9916,0.4416,ADVISOR_REVIEW,True,0.1930434643941805,9,10,HUMAN_ADVISOR,Flagged for Human Advisor
1315,0.75088996,0.69400364,0.8098645265870003,0.8884977568565822,0.0753,0.8949,INCOME,False,0.4391826723791291,5,4,5,Balanced Mutual Fund
1316,0.31752732,0.9710486,0.9016722181944259,0.1891056439168346,0.5493,0.3238,ACCUMULATION,False,0.1990657254016031,9,10,10,Fixed Income Segregated Account
1317,0.31752732,0.23117693,0.9016722181944259,0.7800573176500619,0.5493,0.6498,NO_ACTION,False,0.3230467617785775,6,2,NO_ACTION,No Immediate Need
1318,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.5582923246828083,1,4,4,Balanced High Dividend Mutual Fund
1319,0.32076037,0.25384176,0.9052064152724733,0.8173105776214743,0.9143,0.7677,NO_ACTION,False,0.4529798505939187,8,4,NO_ACTION,No Immediate Need
1320,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.2208544667459734,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1321,0.32076037,0.9833423,0.9052064152724733,0.12223890510840452,0.9143,0.151,ACCUMULATION,False,0.3464918498136393,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1322,0.31752732,0.5782785,0.9016722181944259,0.9822467706871947,0.5493,0.9681,ACCUMULATION,False,0.334487105433767,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1323,0.31752732,0.30198637,0.9016722181944259,0.883705482349922,0.5493,0.8896,NO_ACTION,False,0.2307110501732117,9,2,NO_ACTION,No Immediate Need
1324,0.31752732,0.9853866,0.9016722181944259,0.1100193509443244,0.5493,0.052,ACCUMULATION,False,0.3231287926317135,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1325,0.75088996,0.27311602,0.8098645265870003,0.8459004824621732,0.0753,0.8393,INCOME,False,0.2497637698600137,9,2,9,Cautious Allocation Segregated Account
1326,0.31752732,0.9819067,0.9016722181944259,0.13059673081370232,0.5493,0.2009,ACCUMULATION,False,0.2797608437937019,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1327,0.67314434,0.19000463,0.9116815068871601,0.7014811493108899,0.9806,0.4058,INCOME,False,0.07640783731017155,9,3,9,Cautious Allocation Segregated Account
1328,0.7289048,0.21227674,0.8430318164253106,0.7458121694110598,0.2301,0.533,INCOME,False,0.626989756474863,1,4,1,Balanced Mutual Fund
1329,0.75088996,0.755271,0.8098645265870003,0.8028163634547478,0.0753,0.7357,ACCUMULATION,False,0.4716928125649764,8,4,4,Balanced High Dividend Mutual Fund
1330,0.75088996,0.9851559,0.8098645265870003,0.11141845550849847,0.0753,0.1011,ACCUMULATION,False,0.5169628578123361,1,4,4,Balanced High Dividend Mutual Fund
1331,0.75088996,0.9769298,0.8098645265870003,0.15834816381974065,0.0753,0.301,ACCUMULATION,False,0.6114306524328561,1,4,4,Balanced High Dividend Mutual Fund
1332,0.31752732,0.18101339,0.9016722181944259,0.6822889543718946,0.5493,0.3736,NO_ACTION,False,0.4869122214807884,8,4,NO_ACTION,No Immediate Need
1333,0.32076037,0.5568765,0.9052064152724733,0.9906457184611399,0.9143,0.9766,ACCUMULATION,False,0.3560465919120693,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1334,0.31752732,0.19135892,0.9016722181944259,0.704305583531188,0.5493,0.409,NO_ACTION,False,0.4704260124392644,8,4,NO_ACTION,No Immediate Need
1335,0.32076037,0.98325837,0.9052064152724733,0.12273235269381415,0.9143,0.1657,ACCUMULATION,False,0.4413306878071909,5,4,4,Balanced High Dividend Mutual Fund
1336,0.31752732,0.21206497,0.9016722181944259,0.7454113515374967,0.5493,0.5309,NO_ACTION,False,0.2156365785599178,9,2,NO_ACTION,No Immediate Need
1337,0.75088996,0.28145957,0.8098645265870003,0.857431962332505,0.0753,0.8539,INCOME,False,0.4670908894463636,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
1338,0.31752732,0.24048747,0.9016722181944259,0.7958499876461494,0.5493,0.7165,NO_ACTION,False,0.1078487359154558,9,3,NO_ACTION,No Immediate Need
1339,0.7425276,0.74892884,0.8229081798935822,0.8129714551129932,0.2187,0.7522,ACCUMULATION,False,0.4677932358596322,8,4,4,Balanced High Dividend Mutual Fund
1340,0.75088996,0.5123055,0.8098645265870003,0.9995630348692961,0.0753,0.9959,ADVISOR_REVIEW,True,0.2229453819488925,9,2,HUMAN_ADVISOR,Flagged for Human Advisor
1341,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.565825351749424,1,4,4,Balanced High Dividend Mutual Fund
1342,0.31752732,0.17861778,0.9016722181944259,0.6770438980538868,0.5493,0.3705,NO_ACTION,False,0.3643513264516866,6,2,NO_ACTION,No Immediate Need
1343,0.31752732,0.9746363,0.9016722181944259,0.17057925025377435,0.5493,0.3142,ACCUMULATION,False,0.2219294745775542,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1344,0.31752732,0.98525226,0.9016722181944259,0.1108346628046419,0.5493,0.0758,ACCUMULATION,False,0.1763227087618943,9,10,10,Fixed Income Segregated Account
1345,0.31752732,0.219595,0.9016722181944259,0.7594272953303939,0.5493,0.5784,NO_ACTION,False,0.742720951797023,7,4,NO_ACTION,No Immediate Need
1346,0.75088996,0.1818372,0.8098645265870003,0.6840797043402246,0.0753,0.3757,INCOME,False,0.4126393043622413,5,4,5,Balanced Mutual Fund
1347,0.31752732,0.22059241,0.9016722181944259,0.7612477507398074,0.5493,0.5866,NO_ACTION,False,0.3296056796463594,6,2,NO_ACTION,No Immediate Need
1348,0.31752732,0.1836272,0.9016722181944259,0.6879480480555954,0.5493,0.3845,NO_ACTION,False,0.4394447117867179,5,4,NO_ACTION,No Immediate Need
1349,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.6240055201500816,1,4,4,Balanced High Dividend Mutual Fund
1350,0.31752732,0.9851559,0.9016722181944259,0.11141845550849847,0.5493,0.1011,ACCUMULATION,False,0.5017634549717572,8,4,4,Balanced High Dividend Mutual Fund
1351,0.32076037,0.9795598,0.9052064152724733,0.1439051731893935,0.9143,0.2582,ACCUMULATION,False,0.153476831485856,9,10,10,Fixed Income Segregated Account
1352,0.75088996,0.68878603,0.8098645265870003,0.8945698119691754,0.0753,0.8985,INCOME,False,0.4246720357132716,5,4,5,Balanced Mutual Fund
1353,0.75088996,0.5936668,0.8098645265870003,0.9745349381038575,0.0753,0.9614,INCOME,False,0.3756238426399029,6,4,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
1354,0.31752732,0.9844826,0.9016722181944259,0.11547145729392663,0.5493,0.1216,ACCUMULATION,False,0.1485884653320273,9,10,10,Fixed Income Segregated Account
1355,0.75088996,0.9851559,0.8098645265870003,0.11141845550849847,0.0753,0.1011,ACCUMULATION,False,0.6545973260074002,7,4,4,Balanced High Dividend Mutual Fund
1356,0.31752732,0.69400364,0.9016722181944259,0.8884977568565822,0.5493,0.8949,ACCUMULATION,False,0.2773614438137687,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1357,0.31752732,0.20523717,0.9016722181944259,0.7322795667383164,0.5493,0.4682,NO_ACTION,False,0.1489332337267205,9,10,NO_ACTION,No Immediate Need
1358,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.1044313056523391,9,3,3,Fixed Income Mutual Fund
1359,0.75088996,0.9851559,0.8098645265870003,0.11141845550849847,0.0753,0.1011,ACCUMULATION,False,0.3365103735540089,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1360,0.31752732,0.21336402,0.9016722181944259,0.7478639263046254,0.5493,0.5394,NO_ACTION,False,0.4480638296564947,8,4,NO_ACTION,No Immediate Need
1361,0.31752732,0.20925267,0.9016722181944259,0.7400518162909551,0.5493,0.5012,NO_ACTION,False,0.2768114424739607,9,2,NO_ACTION,No Immediate Need
1362,0.32076037,0.20540643,0.9052064152724733,0.7326100486557834,0.9143,0.4744,NO_ACTION,False,0.5704762464206191,1,4,NO_ACTION,No Immediate Need
1363,0.31752732,0.24506716,0.9016722181944259,0.8033657365195115,0.5493,0.7372,NO_ACTION,False,0.6151627206403362,1,4,NO_ACTION,No Immediate Need
1364,0.75088996,0.20108806,0.8098645265870003,0.7240988766952237,0.0753,0.4513,INCOME,False,0.3779929744130049,6,4,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
1365,0.31752732,0.19309644,0.9016722181944259,0.707904226065942,0.5493,0.4169,NO_ACTION,False,0.3984281517104109,5,4,NO_ACTION,No Immediate Need
1366,0.75088996,0.9694819,0.8098645265870003,0.1969835591486477,0.0753,0.3264,ACCUMULATION,False,0.2389637465461168,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1367,0.74372196,0.5909286,0.8210777811639686,0.9760102897381451,0.2117,0.9628,INCOME,False,0.4926675667693747,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
1368,0.31752732,0.22717418,0.9016722181944259,0.7730526418134718,0.5493,0.6204,NO_ACTION,False,0.3733753680181108,6,4,NO_ACTION,No Immediate Need
1369,0.31752732,0.28559548,0.9016722181944259,0.8629634615994952,0.5493,0.8599,NO_ACTION,False,0.3791978485435795,6,4,NO_ACTION,No Immediate Need
1370,0.31752732,0.24045606,0.9016722181944259,0.7957978683066376,0.5493,0.7141,NO_ACTION,False,0.3456301745800013,6,2,NO_ACTION,No Immediate Need
1371,0.32076037,0.25455764,0.9052064152724733,0.8184222182221883,0.9143,0.7826,NO_ACTION,False,0.2729835969049614,9,2,NO_ACTION,No Immediate Need
1372,0.75088996,0.67180777,0.8098645265870003,0.9130687152504009,0.0753,0.9186,INCOME,False,0.4710963997591183,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
1373,0.75088996,0.27261135,0.8098645265870003,0.8451868524871632,0.0753,0.8376,INCOME,False,0.3948597549982798,5,4,5,Balanced Mutual Fund
1374,0.75088996,0.7945453,0.8098645265870003,0.7327042676948508,0.0753,0.4761,ACCUMULATION,False,0.3845304194767215,6,4,4,Balanced High Dividend Mutual Fund
1375,0.31752732,0.9844826,0.9016722181944259,0.11547145729392663,0.5493,0.1216,ACCUMULATION,False,0.2300539934098725,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1376,0.32302168,0.24048747,0.9076372047475005,0.7958499876461494,0.9734,0.7165,NO_ACTION,False,0.1038695538128777,9,3,NO_ACTION,No Immediate Need
1377,0.31752732,0.9767884,0.9016722181944259,0.1591115762434275,0.5493,0.3076,ACCUMULATION,False,0.2347561845149614,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1378,0.31752732,0.51259357,0.9016722181944259,0.9995423346824074,0.5493,0.9954,ADVISOR_REVIEW,True,0.4798250586717775,8,4,HUMAN_ADVISOR,Flagged for Human Advisor
1379,0.74935746,0.9868607,0.8122949357812944,0.10095116787541952,0.1657,0.0278,ACCUMULATION,False,0.5628223240692545,1,4,4,Balanced High Dividend Mutual Fund
1380,0.75088996,0.22494154,0.8098645265870003,0.7690885006342854,0.0753,0.6056,INCOME,False,0.6290686995817535,1,4,1,Balanced Mutual Fund
1381,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.2058785596118757,9,10,10,Fixed Income Segregated Account
1382,0.31752732,0.26943117,0.9016722181944259,0.840647221714009,0.5493,0.833,NO_ACTION,False,0.3252272766486174,6,2,NO_ACTION,No Immediate Need
1383,0.31752732,0.20925267,0.9016722181944259,0.7400518162909551,0.5493,0.5012,NO_ACTION,False,0.198284062279582,9,10,NO_ACTION,No Immediate Need
1384,0.31752732,0.26155362,0.9016722181944259,0.8290817613421385,0.5493,0.8078,NO_ACTION,False,0.1341079824401177,9,10,NO_ACTION,No Immediate Need
1385,0.31752732,0.9805196,0.9016722181944259,0.13851315847389872,0.5493,0.2232,ACCUMULATION,False,0.3214813983357638,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1386,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.5408869398783304,1,4,4,Balanced High Dividend Mutual Fund
1387,0.31752732,0.26677188,0.9016722181944259,0.8367942568205581,0.5493,0.8273,NO_ACTION,False,0.2732065069513784,9,2,NO_ACTION,No Immediate Need
1388,0.31752732,0.24337696,0.9016722181944259,0.8006110822607834,0.5493,0.7309,NO_ACTION,False,0.2660484924980865,9,2,NO_ACTION,No Immediate Need
1389,0.32076037,0.2871105,0.9052064152724733,0.8649593895906249,0.9143,0.8642,NO_ACTION,False,0.4413784158009612,5,4,NO_ACTION,No Immediate Need
1390,0.31752732,0.25176173,0.9016722181944259,0.8140584856313471,0.5493,0.7583,NO_ACTION,False,0.2122122463970217,9,10,NO_ACTION,No Immediate Need
1391,0.31752732,0.18604492,0.9016722181944259,0.6931240188599376,0.5493,0.3905,NO_ACTION,False,0.3797590995947642,6,4,NO_ACTION,No Immediate Need
1392,0.32302168,0.4350741,0.9076372047475005,0.987802588941584,0.9734,0.9722,ACCUMULATION,False,0.3200912537134232,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1393,0.31752732,0.2273202,0.9016722181944259,0.7733104696213323,0.5493,0.6212,NO_ACTION,False,0.6677174687574027,7,4,NO_ACTION,No Immediate Need
1394,0.75088996,0.16161329,0.8098645265870003,0.6381551144793218,0.0753,0.3462,INCOME,False,0.1590896695573813,9,10,9,Cautious Allocation Segregated Account
1395,0.31752732,0.5832448,0.9016722181944259,0.9799117095691807,0.5493,0.9662,ACCUMULATION,False,0.3867567855095518,5,4,4,Balanced High Dividend Mutual Fund
1396,0.31752732,0.22873119,0.9016722181944259,0.7757929086467068,0.5493,0.6313,NO_ACTION,False,0.1786338134243202,9,10,NO_ACTION,No Immediate Need
1397,0.31752732,0.98699605,0.9016722181944259,0.10010671906364985,0.5493,0.0047,ACCUMULATION,False,0.5029102251205195,8,4,4,Balanced High Dividend Mutual Fund
1398,0.7471749,0.40353826,0.8157251443348209,0.9729827505749848,0.1864,0.9591,INCOME,False,0.258256541340259,9,2,9,Cautious Allocation Segregated Account
1399,0.31752732,0.19697274,0.9016722181944259,0.7158321061302584,0.5493,0.4299,NO_ACTION,False,0.5853655402323592,1,4,NO_ACTION,No Immediate Need
1400,0.74935746,0.19934733,0.8122949357812944,0.7206208370809859,0.1657,0.4416,INCOME,False,0.427853449240406,5,4,5,Balanced Mutual Fund
1401,0.31752732,0.26086944,0.9016722181944259,0.828055542373711,0.5493,0.8048,NO_ACTION,False,0.2286565463782488,9,2,NO_ACTION,No Immediate Need
1402,0.74935746,0.25221023,0.8122949357812944,0.8147624983330284,0.1657,0.7596,INCOME,False,0.3565866679140283,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
1403,0.31752732,0.23948069,0.9016722181944259,0.7941756165797262,0.5493,0.7061,NO_ACTION,False,0.2708748830784713,9,2,NO_ACTION,No Immediate Need
1404,0.75088996,0.24337696,0.8098645265870003,0.8006110822607834,0.0753,0.7309,INCOME,False,0.5222226388385369,1,4,1,Balanced Mutual Fund
1405,0.32076037,0.18731487,0.9052064152724733,0.6958204552126664,0.9143,0.3968,NO_ACTION,False,0.2741707490078811,9,2,NO_ACTION,No Immediate Need
1406,0.75088996,0.9833423,0.8098645265870003,0.12223890510840452,0.0753,0.151,ACCUMULATION,False,0.1596880679235969,9,10,10,Fixed Income Segregated Account
1407,0.32076037,0.980674,0.9052064152724733,0.13763916117197922,0.9143,0.2148,ACCUMULATION,False,0.3637318941949776,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1408,0.31752732,0.23620902,0.9016722181944259,0.788678969794627,0.5493,0.6899,NO_ACTION,False,0.2411658632586052,9,2,NO_ACTION,No Immediate Need
1409,0.31752732,0.25135255,0.9016722181944259,0.8134148337080354,0.5493,0.754,NO_ACTION,False,0.1988066779146169,9,10,NO_ACTION,No Immediate Need
1410,0.74935746,0.9827475,0.8122949357812944,0.12572293881101054,0.1657,0.1765,ACCUMULATION,False,0.6947006453760822,7,4,4,Balanced High Dividend Mutual Fund
1411,0.31752732,0.9833423,0.9016722181944259,0.12223890510840452,0.5493,0.151,ACCUMULATION,False,0.3376553578885325,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1412,0.31752732,0.22175077,0.9016722181944259,0.7633514897359026,0.5493,0.5917,NO_ACTION,False,0.2362436524704216,9,2,NO_ACTION,No Immediate Need
1413,0.31752732,0.9833423,0.9016722181944259,0.12223890510840452,0.5493,0.151,ACCUMULATION,False,0.2913644170427629,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1414,0.32076037,0.2273202,0.9052064152724733,0.7733104696213323,0.9143,0.6212,NO_ACTION,False,0.1361103011151179,9,10,NO_ACTION,No Immediate Need
1415,0.32076037,0.23221503,0.9052064152724733,0.7818526623359856,0.9143,0.6536,NO_ACTION,False,0.5188362818042479,1,4,NO_ACTION,No Immediate Need
1416,0.31752732,0.41957146,0.9016722181944259,0.9812537953709068,0.5493,0.9674,ACCUMULATION,False,0.3837328925314311,6,4,4,Balanced High Dividend Mutual Fund
1417,0.32076037,0.17152317,0.9052064152724733,0.661177311014546,0.9143,0.3595,NO_ACTION,False,0.4755140409416551,8,4,NO_ACTION,No Immediate Need
1418,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.6294335200678931,1,4,4,Balanced High Dividend Mutual Fund
1419,0.31752732,0.17560075,0.9016722181944259,0.6703579397779963,0.5493,0.3636,NO_ACTION,False,0.2588516499632419,9,2,NO_ACTION,No Immediate Need
1420,0.31752732,0.67621523,0.9016722181944259,0.9084498653447226,0.5493,0.9127,ACCUMULATION,False,0.2971811897917858,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1421,0.32076037,0.78740156,0.9052064152724733,0.7464202989184918,0.9143,0.538,ACCUMULATION,False,0.4780166131072374,8,4,4,Balanced High Dividend Mutual Fund
1422,0.31752732,0.20925267,0.9016722181944259,0.7400518162909551,0.5493,0.5012,NO_ACTION,False,0.238390808092437,9,2,NO_ACTION,No Immediate Need
1423,0.31752732,0.7945453,0.9016722181944259,0.7327042676948508,0.5493,0.4761,ACCUMULATION,False,0.5705167375496226,1,4,4,Balanced High Dividend Mutual Fund
1424,0.32076037,0.23268777,0.9052064152724733,0.7826673478427462,0.9143,0.6676,NO_ACTION,False,0.2733427361671704,9,2,NO_ACTION,No Immediate Need
1425,0.7459911,0.19904533,0.81757045291064,0.7200146415933906,0.1957,0.4398,INCOME,False,0.3300323204124596,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
1426,0.71097904,0.2590624,0.8674531895653834,0.8253282370687708,0.2403,0.7985,INCOME,False,0.4742731783468638,8,4,8,Balanced Flexible Allocation Unit-Linkled (Life Insurance)
1427,0.31752732,0.9805196,0.9016722181944259,0.13851315847389872,0.5493,0.2232,ACCUMULATION,False,0.2910306957836879,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1428,0.31752732,0.969099,0.9016722181944259,0.1988904706373876,0.5493,0.327,ACCUMULATION,False,0.3962224292612049,5,4,4,Balanced High Dividend Mutual Fund
1429,0.32076037,0.19883214,0.9052064152724733,0.7195862155982544,0.9143,0.436,NO_ACTION,False,0.08694536020157798,9,3,NO_ACTION,No Immediate Need
1430,0.7289048,0.320695,0.8430318164253106,0.905135657645311,0.2301,0.9097,INCOME,False,0.298887565002209,9,2,9,Cautious Allocation Segregated Account
1431,0.31752732,0.28567627,0.9016722181944259,0.8630703103739465,0.5493,0.8613,NO_ACTION,False,0.2195282358282371,9,2,NO_ACTION,No Immediate Need
1432,0.31752732,0.21708043,0.9016722181944259,0.7548005063418572,0.5493,0.562,NO_ACTION,False,0.3467192302811383,6,2,NO_ACTION,No Immediate Need
1433,0.32076037,0.18597159,0.9052064152724733,0.6929678547562913,0.9143,0.3894,NO_ACTION,False,0.07659551679559391,9,3,NO_ACTION,No Immediate Need
1434,0.31752732,0.9853866,0.9016722181944259,0.1100193509443244,0.5493,0.052,ACCUMULATION,False,0.2456091932335257,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1435,0.31752732,0.23049395,0.9016722181944259,0.7788713723288507,0.5493,0.646,NO_ACTION,False,0.2821173373965745,9,2,NO_ACTION,No Immediate Need
1436,0.74372196,0.6469717,0.8210777811639686,0.9367435424878415,0.2117,0.9335,INCOME,False,0.4312211863295428,5,4,5,Balanced Mutual Fund
1437,0.31752732,0.28836513,0.9016722181944259,0.8665999966935268,0.5493,0.8658,NO_ACTION,False,0.2026764165757811,9,10,NO_ACTION,No Immediate Need
1438,0.74935746,0.20321023,0.8122949357812944,0.7283022869851576,0.1657,0.4558,INCOME,False,0.4132128495022127,5,4,5,Balanced Mutual Fund
1439,0.32076037,0.56951,0.9052064152724733,0.98601358382798,0.9143,0.9708,ACCUMULATION,False,0.2641301682687087,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1440,0.32076037,0.16336574,0.9052064152724733,0.6423010060628459,0.9143,0.349,NO_ACTION,False,0.6938358260591805,7,4,NO_ACTION,No Immediate Need
1441,0.31752732,0.9795598,0.9016722181944259,0.1439051731893935,0.5493,0.2582,ACCUMULATION,False,0.1472449767140241,9,10,10,Fixed Income Segregated Account
1442,0.31752732,0.21968542,0.9016722181944259,0.7595926737121441,0.5493,0.5802,NO_ACTION,False,0.1149591611919313,9,3,NO_ACTION,No Immediate Need
1443,0.31752732,0.32328954,0.9016722181944259,0.9079229064219393,0.5493,0.9112,NO_ACTION,False,0.4811671154872514,8,4,NO_ACTION,No Immediate Need
1444,0.31752732,0.7137578,0.9016722181944259,0.8638174314793474,0.5493,0.863,ACCUMULATION,False,0.4458097403542279,8,4,4,Balanced High Dividend Mutual Fund
1445,0.74935746,0.22511299,0.8122949357812944,0.7693943802098915,0.1657,0.6062,INCOME,False,0.1709114084945557,9,10,9,Cautious Allocation Segregated Account
1446,0.31752732,0.9868607,0.9016722181944259,0.10095116787541952,0.5493,0.0278,ACCUMULATION,False,0.5963633074413958,1,4,4,Balanced High Dividend Mutual Fund
1447,0.7122631,0.2958488,0.8657798701026778,0.8761571365829595,0.2379,0.8804,INCOME,False,0.2407609907198514,9,2,9,Cautious Allocation Segregated Account
1448,0.75088996,0.9833423,0.8098645265870003,0.12223890510840452,0.0753,0.151,ACCUMULATION,False,0.5292599682009795,1,4,4,Balanced High Dividend Mutual Fund
1449,0.75088996,0.23189513,0.8098645265870003,0.7813003468163485,0.0753,0.6523,INCOME,False,0.3086641447150493,9,2,9,Cautious Allocation Segregated Account
1450,0.31752732,0.21031699,0.9016722181944259,0.7420882100151726,0.5493,0.5224,NO_ACTION,False,0.2396028562707963,9,2,NO_ACTION,No Immediate Need
1451,0.31752732,0.20953086,0.9016722181944259,0.740585038878036,0.5493,0.5059,NO_ACTION,False,0.2574298523348807,9,2,NO_ACTION,No Immediate Need
1452,0.31752732,0.9853086,0.9016722181944259,0.11049305861429665,0.5493,0.0618,ACCUMULATION,False,0.3066156570040433,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1453,0.32076037,0.9804082,0.9052064152724733,0.13914249119665253,0.9143,0.2347,ACCUMULATION,False,0.3788268385525379,6,4,4,Balanced High Dividend Mutual Fund
1454,0.32076037,0.274759,0.9052064152724733,0.8482109101265951,0.9143,0.8426,NO_ACTION,False,0.4130777762387372,5,4,NO_ACTION,No Immediate Need
1455,0.32076037,0.18857644,0.9052064152724733,0.6984839764118996,0.9143,0.404,NO_ACTION,False,0.3469165264907635,6,2,NO_ACTION,No Immediate Need
1456,0.31752732,0.9805196,0.9016722181944259,0.13851315847389872,0.5493,0.2232,ACCUMULATION,False,0.4527127087974153,8,4,4,Balanced High Dividend Mutual Fund
1457,0.31752732,0.41631016,0.9016722181944259,0.9796953221772753,0.5493,0.966,ACCUMULATION,False,0.2325495030969325,9,2,2,Income Conservative Unit-Linked (Life Insurance)
1458,0.7438426,0.21355948,0.8208922962457041,0.7482316892328669,0.205,0.5437,INCOME,False,0.3457246408180817,6,2,6,Defensive Flexible Allocation Unit-Linked (Life Insurance)
1459,0.31752732,0.98247474,0.9016722181944259,0.12731045745119657,0.5493,0.1945,ACCUMULATION,False,0.3446544858896295,6,2,2,Income Conservative Unit-Linked (Life Insurance)
1460,0.32076037,0.22950375,0.9052064152724733,0.7771452261793367,0.9143,0.6368,NO_ACTION,False,0.3362225154424378,6,2,NO_ACTION,No Immediate Need
